Unnamed: 0,country,designation,points,price,province,region_1,region_2,variety,winery
16869,US,Phinney Hill Vineyard,85,26.0,Washington,Washington,Washington Other,Cabernet Sauvignon,TimberRock
16874,US,Reserve Santa Barbara Highlands Vineyard,85,45.0,California,Santa Barbara County,Central Coast,Cabernet Sauvignon,La Fenêtre
16876,US,Quail Series,85,9.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Covey Run
16882,US,Rosé,85,13.0,Washington,Columbia Valley (WA),Columbia Valley,Sangiovese,Waterbrook
16883,US,Crane Ridge,85,18.0,California,Livermore Valley,Central Coast,Merlot,Wente
16890,US,Rocks!,85,15.0,California,California,California Other,Rosé,Cornerstone
16894,US,Red Fusion,85,29.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Tucannon
16896,US,Estate Reserve,85,15.0,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Stony Lonesome
16901,US,Hendry Block 13,85,38.0,California,Napa Valley,Napa,Merlot,Hendry
16902,US,Reserve,85,48.0,California,Central Coast,Central Coast,Cabernet Sauvignon,Jason-Stephens
16916,US,Vineyard Montage,86,24.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Cru
16921,US,Pisoni Vineyard,86,70.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Bernardus
16924,US,Symmetry Red,86,60.0,California,Alexander Valley,Sonoma,Meritage,Rodney Strong
16934,US,Grand Reserve,86,22.0,California,Monterey-Santa Barbara,Central Coast,Chardonnay,Kendall-Jackson
16935,US,Huber Vineyard,86,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,La Montagne
16941,US,Sierra Mar Vineyard,86,55.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Bernardus
16942,US,Soberanes Vineyard,86,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Bernardus
16953,US,Cabernet Family,90,20.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Gain Bay
16955,US,Parcel 17,90,32.0,California,Calaveras County,Sierra Foothills,Red Blend,Twisted Oak
16957,US,San Saba Vineyard,90,49.0,California,Monterey,Central Coast,Pinot Noir,Wrath
16962,US,Sundawg Ridge Vineyard,90,50.0,California,Green Valley,Sonoma,Pinot Noir,Sequana
16963,US,Alexis Skye,90,49.0,California,Sonoma Coast,Sonoma,Pinot Noir,Ellman Family
16965,US,Carol's Vineyard,90,24.0,California,Napa Valley,Napa,Sauvignon Blanc,J. Lohr
16969,US,Fancy Pants Late Harvest,90,30.0,Washington,Red Mountain,Columbia Valley,Sémillon,Mark Ryan
16970,US,Home Pitch Block 1,84,42.0,California,Knights Valley,Sonoma,Syrah,Hooker
16972,US,Estate,84,32.0,California,Santa Clara Valley,Central Coast,Cabernet Franc,Jason-Stephens
16973,US,Kick Ranch Home Run Cuvée,84,45.0,California,Sonoma County,Sonoma,Rhône-style Red Blend,Kale
16976,US,Redemption,84,22.0,California,Dry Creek Valley,Sonoma,Zinfandel,Alexander Valley Vineyards
16983,US,Valley View,84,36.0,California,Santa Ynez Valley,Central Coast,Syrah,Plan B
17000,US,Gamble Ranch,92,40.0,California,Napa Valley,Napa,Chardonnay,Sbragia
17009,US,Rochioli Vineyard,92,65.0,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
17013,US,Estate,92,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,Wolf Family
17019,US,Monte Rosso Vineyard,92,50.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Sbragia
17024,US,Estate Grown,90,32.0,California,Sonoma Valley,Sonoma,Zinfandel,Dunbar
17025,US,Landy Vineyard,90,45.0,California,Russian River Valley,Sonoma,Petite Sirah,Fulcrum
17029,US,Oloroso Library Reserve,90,25.0,California,Cucamonga Valley,South Coast,Sherry,Joseph Filippi
17030,US,Summit View Vineyard,90,44.0,Washington,Walla Walla Valley (WA),Columbia Valley,Malbec,Kontos
17031,US,Bien Nacido Vineyard,90,22.0,California,Santa Maria Valley,Central Coast,Pinot Blanc,Kynsi
17032,US,Estate,90,40.0,California,Livermore Valley,Central Coast,Barbera,Las Positas
17034,US,Mormann Vineyard,90,32.0,California,Santa Barbara County,Central Coast,Chardonnay,Lea
17038,US,Reserve,90,39.0,New York,North Fork of Long Island,Long Island,Chardonnay,McCall
17039,US,Trueheart Vineyard,90,48.0,California,Sonoma Valley,Sonoma,Petite Sirah,Muscardini
17041,US,Bliss,90,26.0,California,Napa Valley,Napa,Sauvignon Blanc,Peace Water
17047,US,Anomaly,90,20.0,New York,New York,New York Other,Pinot Noir,Anthony Nappa
17049,US,The Fearless,90,32.0,California,Dry Creek Valley,Sonoma,Chardonnay,Bodkin
17060,US,Bacchus Collection Terraces Estate,85,60.0,California,Carneros,Napa-Sonoma,Pinot Noir,Bouchaine
17061,US,Rosé of,85,39.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Byington
17080,US,Freedom Hill Vineyard,92,42.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,St. Innocent
17087,US,Naylor Vineyard,92,29.0,California,El Dorado,Sierra Foothills,Petite Sirah,Cedarville Vineyard
17088,US,Walther River Block,92,150.0,California,Rutherford,Napa,Cabernet Sauvignon,D.R. Stephens
17089,US,Estate,92,55.0,California,St. Helena,Napa,Merlot,Ehlers Estate
17091,US,Tierra Alta Vineyard,92,40.0,California,Ballard Canyon,Central Coast,Syrah,Comartin
17093,US,The Mariner,92,45.0,California,Dry Creek Valley,Sonoma,Meritage,Dry Creek Vineyard
17095,US,Parker West,92,37.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Fess Parker
17100,US,Anonymus,92,50.0,California,Santa Barbara County,Central Coast,Syrah,Barbieri
17102,US,Le Posseur,92,26.0,California,Central Coast,Central Coast,Syrah,Bonny Doon
17107,US,Varozza Vineyard,92,48.0,California,St. Helena,Napa,Zinfandel,Robert Biale
17108,US,Larner Vineyard,92,40.0,California,Ballard Canyon,Central Coast,Viognier,Site
17109,US,Hallberg Vineyard,92,48.0,California,Russian River Valley,Sonoma,Pinot Noir,Joseph Jewell
17111,US,Teresa's Unoaked Estate,88,20.0,California,Russian River Valley,Sonoma,Chardonnay,Balletto
17115,US,Reserve,88,84.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Chateau Margene
17116,US,L'Insolent,88,95.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Clos Solène
17117,US,River West Vineyard,88,30.0,California,Russian River Valley,Sonoma,Chardonnay,Davis Bynum
17118,US,Bee Bee's Blend Estate,88,42.0,California,Calistoga,Napa,Red Blend,Envy
17125,US,Willowside,87,18.0,California,Russian River Valley,Sonoma,Sauvignon Blanc,Merriam
17126,US,Rapture,87,59.0,California,Lodi,Central Valley,Cabernet Sauvignon,Michael David
17130,US,Reserve,87,24.0,California,Dry Creek Valley,Sonoma,Zinfandel,Rancho Zabaco
17133,US,Kali Hart,87,20.0,California,Monterey,Central Coast,Chardonnay,Talbott
17139,US,Estate,87,24.0,California,Russian River Valley,Sonoma,Chardonnay,Balletto
17148,US,Estate Grown,84,14.0,California,Sonoma Coast,Sonoma,Pinot Gris,Cline
17151,US,Estate Bottled,84,65.0,California,Spring Mountain District,Napa,Cabernet Sauvignon,Schweiger
17153,US,Red Elegance,84,25.0,California,California,California Other,Red Blend,Black Box
17168,US,Reserve Dry,89,30.0,New York,Finger Lakes,Finger Lakes,Riesling,Sheldrake Point
17169,US,La Reyna,89,49.0,California,Sonoma Coast,Sonoma,Pinot Noir,Signaterra Benziger
17173,US,Good Earth Vineyard,89,24.0,Washington,Yakima Valley,Columbia Valley,Syrah,Stottle
17174,US,Hombre,89,31.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Stottle
17178,US,Miller's Cove,89,22.0,New York,New York,New York Other,Red Blend,Keuka Spring
17185,US,Lumière,89,30.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Sparkman
17189,US,Cuvée Papou,89,32.0,California,Santa Ynez Valley,Central Coast,Rhône-style White Blend,Demetria
17196,US,Doyle Family Vineyard,89,11.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Fox Run
17198,US,Rhapsody En Blu,86,26.0,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,R2
17203,US,Estate,86,50.0,California,Rutherford,Napa,Merlot,St. Supéry
17221,US,Estate,86,37.0,California,Santa Cruz Mountains,Central Coast,Cabernet Franc,Fernwood
17222,US,Director's Cut,86,21.0,California,Sonoma County,Sonoma,Merlot,Francis Ford Coppola
17227,US,Winemaker's Signature Collection,86,16.0,California,Temecula Valley,South Coast,Sauvignon Blanc,South Coast
17228,US,OSU Woodhall III,86,25.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Spindrift Cellars
17229,US,Clone 3 Cuvée,86,40.0,California,Paso Robles,Central Coast,Red Blend,Still Waters
17231,US,Dreamer,86,40.0,California,Paso Robles,Central Coast,Petite Sirah,Clavo Cellars
17237,US,Maresh Vineyard,86,48.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Et Fille
17251,US,Dry,85,19.0,Oregon,Dundee Hills,Willamette Valley,Rosé,Winter's Hill
17252,US,Wisdom of Wise,85,32.0,California,Placer County,Sierra Foothills,Red Blend,Wise Villa
17256,US,Left Bank,89,21.0,Oregon,Willamette Valley,Willamette Valley,Pinot Blanc,Left Coast Cellars
17260,US,Ancient Vine Angelica,89,130.0,California,Sta. Rita Hills,Central Coast,Debit,Gypsy Canyon
17271,US,Pelkan Ranch,89,35.0,California,Knights Valley,Sonoma,Cabernet Sauvignon,Joel Gott
17272,US,Los Alamos Vineyard,89,39.0,California,Santa Barbara County,Central Coast,Pinot Noir,La Fenêtre
17274,US,Hogback Ridge Vineyard,89,30.0,Oregon,Columbia Valley (OR),Oregon Other,Malbec,Nuthatch Cellars
17275,US,La Cruz Vineyard,89,54.0,California,Sonoma Coast,Sonoma,Pinot Noir,Arista
17276,US,Core Stone,94,125.0,California,Oakville,Napa,Bordeaux-style Red Blend,Oakville East
17278,US,Champoux Vineyard,94,40.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Soos Creek
17280,US,Taylor Ridge Vineyard,94,45.0,California,Sonoma Coast,Sonoma,Chardonnay,Boheme
17284,US,Cherryblock,94,90.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Sebastiani
17285,US,Ciel du Cheval Vineyard,94,35.0,Washington,Red Mountain,Columbia Valley,Red Blend,Soos Creek
17288,US,The Albatross Reserve,94,80.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Gorman
17289,US,Behind the Black Curtain Reserve,94,80.0,Washington,Red Mountain,Columbia Valley,Syrah,Gorman
17292,US,John Lewis,94,75.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Gramercy
17293,US,State Ranch,94,100.0,California,Yountville,Napa,Cabernet Sauvignon,Nickel & Nickel
17294,US,Opulento Dessert Wine Touriga-Souzao-Tinto Cão,94,20.0,Washington,Yakima Valley,Columbia Valley,Port,Brian Carter Cellars
17296,US,Eternity,94,125.0,California,Napa Valley,Napa,Cabernet Sauvignon,Clark-Clauden
17297,US,Old Vine Estate,94,125.0,California,Napa Valley,Napa,Cabernet Sauvignon,David Arthur
17317,US,Estate,89,45.0,California,Edna Valley,Central Coast,Pinot Noir,Center of Effort
17318,US,Estate,89,18.0,Oregon,Willamette Valley,Willamette Valley,Gewürztraminer,David Hill
17327,US,Stewart,89,35.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Boedecker Cellars
17330,US,Estate St. Helena Vineyard,90,75.0,California,St. Helena,Napa,Cabernet Sauvignon,Benessere
17339,US,R. Buoncristiani Vineyard,90,52.0,California,Russian River Valley,Sonoma,Pinot Noir,Matrix
17342,US,Estate,90,36.0,California,Sonoma Valley,Sonoma,Chardonnay,Nicholson Ranch
17344,US,Bucher Vineyard,90,55.0,California,Russian River Valley,Sonoma,Pinot Noir,Ousterhout
17348,US,Westphall Ridge Vineyard,90,45.0,California,Rockpile,Sonoma,Zinfandel,Rock Wall
17350,US,Bovine Vineyards,90,28.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Spindrift Cellars
17356,US,Aubaine Vineyard,90,50.0,California,San Luis Obispo County,Central Coast,Pinot Noir,Loring Wine Company
17357,US,Monte Rosso Vineyard Gnarly Vine,90,55.0,California,Sonoma Valley,Sonoma,Zinfandel,Louis M. Martini
17361,US,Reserve Late Harvest,88,22.0,Washington,Horse Heaven Hills,Columbia Valley,Viognier,14 Hands
17365,US,Right Blend Artz Vineyard,88,39.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Auclair
17369,US,Cougar Rock Vineyard,88,42.0,California,Napa Valley,Napa,Chardonnay,Brick & Mortar
17373,US,Mounts Family Vineyard,88,24.0,California,Dry Creek Valley,Sonoma,Grenache Blanc,C R Graybehl
17374,US,Clone 4,88,30.0,California,Santa Maria Valley,Central Coast,Chardonnay,Cambria
17375,US,Lot 604,88,35.0,California,Coombsville,Napa,Cabernet Sauvignon,Cameron Hughes
17377,US,Highlander,88,25.0,California,Sierra Foothills,Sierra Foothills,Red Blend,Chacewater
17382,US,Reserve Beverly Vineyard,88,40.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Columbia Crest
17387,US,Descendants Liégeois Dupont Les Gosses Vineyard,88,30.0,Washington,Red Mountain,Columbia Valley,Syrah,Hedges
17390,US,White Satin,85,25.0,New York,North Fork of Long Island,Long Island,White Blend,Baiting Hollow Farm Vineyard
17392,US,Finvarra,85,55.0,California,California,California Other,Red Blend,Keating
17400,US,Un-Oaked,84,14.0,California,Sonoma County,Sonoma,Chardonnay,River Road
17402,US,Mistero,84,23.0,California,Sierra Foothills,Sierra Foothills,Red Blend,Naggiar
17406,US,Diamond Selection,84,70.0,California,Napa Valley,Napa,Cabernet Sauvignon,Rombauer
17408,US,Delicately Bubbled,84,13.0,California,California,California Other,Pinot Grigio,Sequin
17410,US,Reserve,84,18.0,California,Sonoma-Mendocino,North Coast,Pinot Noir,Angeline
17416,US,Estate Grown and Produced,84,34.0,California,Sierra Foothills,Sierra Foothills,Sangiovese,Wise Villa
17419,US,Blend,87,24.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Sineann
17420,US,Castello,87,30.0,California,Central Coast,Central Coast,Chardonnay,Testarossa
17421,US,Classic Vintage Brut,87,31.0,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
17424,US,Blanc de Blancs,87,26.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
17425,US,Brut Prestige,87,19.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
17429,US,Quaglia Vineyard,87,33.0,California,Napa Valley,Napa,Zinfandel,V. Sattui
17431,US,Le Vol des Anges Beeswax Vineyard,87,30.0,California,Arroyo Seco,Central Coast,Roussanne,Bonny Doon
17436,US,Reserve Alexandre Meritage,87,56.0,California,Alexander Valley,Sonoma,Bordeaux-style Red Blend,Geyser Peak
17437,US,Late Harvest,87,15.0,California,California,California Other,Orange Muscat,Fiore d'Arancio
17440,US,Amore,87,20.0,California,Cienega Valley,Central Coast,Pinot Grigio,Pietra Santa
17441,US,Garys' Vineyard,87,50.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Roar
17447,US,Limited Release Foss Valley Ranch,88,85.0,California,Atlas Peak,Napa,Cabernet Sauvignon,Artesa
17453,US,Thorn Ridge Vineyard,88,56.0,California,Russian River Valley,Sonoma,Pinot Noir,Inman Family
17458,US,Secret Clone,88,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,M. Cosentino
17460,US,Petite Sirah,88,32.0,California,California,California Other,Port,Prager
17462,US,Chatte d'Avignon,88,18.0,Oregon,Columbia Valley (OR),Oregon Other,Roussanne-Viognier,Seven of Hearts
17463,US,Wheelhouse,88,21.0,California,Paso Robles,Central Coast,Zinfandel,Sextant
17464,US,Chorro Creek,88,38.0,California,San Luis Obispo County,Central Coast,Pinot Noir,Stephen Ross
17468,US,Artist Series #10,88,55.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Trisaetum
17469,US,Glendale Ranch,88,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Houdini
17474,US,DuBrul Vineyard,89,48.0,Washington,Yakima Valley,Columbia Valley,Chardonnay,Owen Roe
17476,US,Willow Creek Farm Rose of,89,18.0,California,Paso Robles,Central Coast,Grenache,Proulx
17477,US,Rock Hound,89,15.0,California,California,California Other,Red Blend,Rock Wall
17479,US,Sagemoor Vineyards,89,34.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Tempus Cellars
17484,US,Giallo,89,40.0,New York,North Fork of Long Island,Long Island,Sémillon,Anthony Nappa
17488,US,Joy Dry,89,15.0,New York,Finger Lakes,Finger Lakes,Riesling,Inspire Moore
17489,US,Roger Rose Vineyard,89,30.0,California,Arroyo Seco,Central Coast,Chardonnay,Joullian
17495,US,Coeur Cheval,89,40.0,New York,Long Island,Long Island,Petit Verdot,Wölffer
17496,US,Moonspell,89,28.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Bergevin Lane
17497,US,Arbor Creek Vineyard,89,40.0,California,Paso Robles,Central Coast,Primitivo,Brian Benson
17498,US,Wild Ferment,89,18.0,California,Central Coast,Central Coast,Chardonnay,Broadside
17499,US,Tribute,89,35.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Browne Family Vineyards
17500,US,Conner Lee Vineyard,89,45.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot-Cabernet Franc,Buty
17501,US,SBS,89,23.0,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc-Semillon,Cadaretta
17512,US,Bacchus Vineyard,89,30.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Barrister
17519,US,Sophie de Rollat,89,29.0,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Chateau Rollat
17523,US,San Remo,89,26.0,Washington,Columbia Valley (WA),Columbia Valley,Sangiovese,Des Voigne Cellars
17524,US,The Emcee,89,28.0,Washington,Walla Walla Valley (WA),Columbia Valley,Merlot,Des Voigne Cellars
17530,US,Water Witch Klipsun Vineyard Red Wine,89,45.0,Washington,Red Mountain,Columbia Valley,Red Blend,Mark Ryan
17539,US,Sierra Madre Vineyard,86,20.0,California,Santa Maria Valley,Central Coast,Pinot Gris,Stephen Ross
17556,US,Richard Dinner Vineyard Buddy's Blend,86,24.0,California,Sonoma Mountain,Sonoma,White Blend,Rocky Hill
17569,US,Lot 6,87,11.0,California,California,California Other,Merlot,Grayson
17572,US,Semi-Sweet,87,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Heron Hill
17588,US,Rosé of,87,15.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Wagner
17589,US,Semi Dry,87,18.0,New York,New York,New York Other,Riesling,Woodbury
17591,US,Reserve,87,35.0,New York,North Fork of Long Island,Long Island,Petit Verdot,Osprey's Dominion
17600,US,Ancient Vines Mourvèdre,87,13.0,California,Contra Costa County,Central Coast,Rosé,Cline
17602,US,Estate,87,39.0,California,Carneros,Napa-Sonoma,Pinot Noir,Domaine Carneros
17604,US,Mossfire Ranch,87,25.0,California,Paso Robles,Central Coast,Merlot,Rabble
17610,US,6 Prong Vineyard,87,28.0,Washington,Horse Heaven Hills,Columbia Valley,Sangiovese,Stottle
17614,US,Mayacamas Mountains,87,28.0,California,Sonoma County,Sonoma,Sauvignon Blanc,Viluko
17615,US,Summit View Vineyard,87,30.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Joleté
17616,US,Jackson Estate,87,28.0,California,Santa Maria Valley,Central Coast,Chardonnay,Kendall-Jackson
17617,US,Falcon Series,87,25.0,Washington,Yakima Valley,Columbia Valley,Merlot,Kestrel
17622,US,Citation,87,60.0,Oregon,Oregon,Oregon Other,Pinot Noir,Citation
17624,US,Estate,87,16.0,Oregon,Willamette Valley,Willamette Valley,Riesling,David Hill
17625,US,Signature,87,28.0,California,Amador County,Sierra Foothills,Zinfandel,Deaver
17643,US,Liberated,87,16.0,California,Monterey,Central Coast,Chardonnay,Carmel Road
17648,US,Dundee Hills Cuvée,92,39.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,J. Christopher
17649,US,Bien Nacido,92,50.0,California,Santa Maria Valley,Central Coast,Syrah,Jaffurs
17650,US,Three Sisters Vineyard Sea Ridge Meadow,92,63.0,California,Sonoma Coast,Sonoma,Pinot Noir,Martinelli
17659,US,Lone Tree Vineyard Barrel Select,92,65.0,California,Carneros,Napa-Sonoma,Pinot Noir,Acacia
17660,US,The Whitewing,92,55.0,California,Russian River Valley,Sonoma,Pinot Noir,Armanino Family Cellars
17661,US,Best Barrels,92,95.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Blue Rock
17663,US,AUX,92,65.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Daou
17665,US,Estate,92,28.0,California,Livermore Valley,Central Coast,Syrah,Fenestra
17666,US,Tinaquaic Vineyard Estate Grown Dry Farmed,92,37.0,California,Santa Maria Valley,Central Coast,Chardonnay,Foxen
17668,US,Campbell Ranch Vineyard,92,54.0,California,Sonoma Coast,Sonoma,Pinot Noir,Gros Ventre
17675,US,Gnesa,92,54.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Brewer-Clifton
17681,US,Anna Marie,85,22.0,Oregon,Rogue Valley,Southern Oregon,Sauvignon Blanc,Valley View
17687,US,Equity,85,32.0,California,Lodi,Central Valley,Zinfandel,McCay Cellars
17688,US,Sheppard Vineyard,85,14.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Oak Knoll
17704,US,Fearless,88,42.0,California,Napa Valley,Napa,Red Blend,Hunnicutt
17705,US,Estate,88,60.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Kings Mountain
17706,US,Sierra Madre Vineyard,88,34.0,California,Santa Barbara County,Central Coast,Pinot Blanc,La Montagne
17711,US,Los Tesoros de Joaquin,88,30.0,California,Livermore Valley,Central Coast,Chardonnay-Semillon,Murrieta's Well
17722,US,Sorcerer's Stone,87,45.0,California,California,California Other,Red Blend,Cinnabar
17723,US,Texas Ranch Vineyard Reserve Rows,87,65.0,California,Paso Robles,Central Coast,Petit Verdot,Cinnabar
17733,US,Upslope,94,75.0,California,Santa Barbara County,Central Coast,Syrah,Jaffurs
17734,US,Beckstoffer To Kalon Vineyard,94,175.0,California,Oakville,Napa,Cabernet Sauvignon,Janzen
17736,US,No. 17,94,150.0,California,Napa Valley,Napa,Cabernet Franc,JCB
17738,US,Quail Hill Vineyard Bliss Block,94,70.0,California,Russian River Valley,Sonoma,Pinot Noir,Lynmar
17739,US,Quail Hill Vineyard Lynn's Blend,94,70.0,California,Russian River Valley,Sonoma,Pinot Noir,Lynmar
17741,US,Christopher's,94,100.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Stonestreet
17742,US,Paramour,94,125.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Blackbird Vineyards
17749,US,Bosché Vineyard,94,100.0,California,Rutherford,Napa,Cabernet Sauvignon,Freemark Abbey
17752,US,Tesorina,94,145.0,California,Napa Valley,Napa,Red Blend,Rocca
17756,US,Champoux Vineyard,92,74.0,Washington,Horse Heaven Hills,Columbia Valley,Bordeaux-style Red Blend,Andrew Will
17758,US,Monologue,92,100.0,California,Edna Valley,Central Coast,Pinot Noir,Chamisal Vineyards
17765,US,Estate Grown,92,50.0,California,Russian River Valley,Sonoma,Chardonnay,De Loach
17772,US,Super Substance Cs Jack's Vineyard,92,55.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Substance
17773,US,Cuvée Elena,92,45.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Syncline
17777,US,Taylor Ridge Vineyard,92,55.0,California,Sonoma Coast,Sonoma,Pinot Noir,Boheme
17779,US,Charlotte,92,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,Rhône-style Red Blend,K Vintners
17780,US,En Hommage,92,28.0,Washington,Yakima Valley,Columbia Valley,Syrah,Kevin White
17781,US,Reserve,92,22.0,California,El Dorado,Sierra Foothills,Chardonnay,Lava Cap
17788,US,Limited Edition Series,85,38.0,Oregon,Southern Oregon,Southern Oregon,Carmenère,Season
17796,US,Rogue,85,10.0,Oregon,Oregon,Oregon Other,Red Blend,Valley View
17798,US,Brakelight Reserve,85,45.0,California,Paso Robles,Central Coast,Syrah,Balderdash
17805,US,Kristin Estate Grown Proprietary,84,85.0,California,Moon Mountain District Sonoma County,Sonoma,Bordeaux-style Red Blend,Korbin Kameron
17826,US,Hall Ranch,86,40.0,California,Paso Robles,Central Coast,Meritage,Robert Hall
17828,US,Edna Ranch,86,22.0,California,Edna Valley,Central Coast,Syrah,Tolosa
17830,US,Carmesi Syrah-Zinfandel,86,18.0,California,Calaveras County,Sierra Foothills,Red Blend,Bodega del Sur
17831,US,Rosato,86,16.0,California,Shenandoah Valley (CA),Sierra Foothills,Barbera,Bray
17836,US,Jack London Vineyard,86,20.0,California,Sonoma Valley,Sonoma,Zinfandel,Kenwood
17839,US,Mustang Springs,86,26.0,California,Paso Robles,Central Coast,Zinfandel,Peachy Canyon
17840,US,Cortina,86,26.0,California,Dry Creek Valley,Sonoma,Zinfandel,Seghesio
17841,US,Upper Weise Vineyard,86,15.0,California,Sonoma Valley,Sonoma,Zinfandel,Kenwood
17846,US,Monster,85,18.0,California,Paso Robles,Central Coast,Zinfandel,Norman
17849,US,Knotty Vines,85,18.0,California,Northern Sonoma,Sonoma,Zinfandel,Rodney Strong
17850,US,Cervina,85,22.0,California,Sonoma County,Sonoma,Zinfandel,Venus
17851,US,Marissa Vineyard,85,16.0,California,California,California Other,Zinfandel,Vigil
17853,US,Rocky Top,85,15.0,California,Shenandoah Valley (CA),Sierra Foothills,Zinfandel,Sobon Estate
17855,US,Walker Vineyard,85,18.0,California,El Dorado,Sierra Foothills,Zinfandel,Boeger
17858,US,Dante Dusi Vineyard Reserve,85,22.0,California,Paso Robles,Central Coast,Zinfandel,Martin & Weyrich
17860,US,Ricci Vyd,85,25.0,California,Russian River Valley,Sonoma,Zinfandel,Mayo
17861,US,Special Selection,85,8.0,California,California,California Other,Zinfandel,Stone Creek
17866,US,Westside Estate Bottled,88,32.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Dunning Vineyards
17868,US,Leland,88,50.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Erath
17870,US,337,88,15.0,California,Lodi,Central Valley,Cabernet Sauvignon,Noble Vines
17873,US,Carol's Vineyard,88,24.0,California,St. Helena,Napa,Sauvignon Blanc,J. Lohr
17877,US,Jimmy's Dream,88,28.0,California,Amador County,Sierra Foothills,Cabernet Sauvignon,Uphill Vineyards
17879,US,Estate,88,36.0,California,Santa Clara Valley,Central Coast,Pinot Noir,Sarah's Vineyard
17882,US,Suendero,88,49.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Vina Robles
17883,US,Veritas The Insider,88,18.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Vinum
17887,US,Rancho Galante Estate Bottled,88,30.0,California,Carmel Valley,Central Coast,Red Blend,Galante
17894,US,Derby Vineyard,85,26.0,California,Paso Robles,Central Coast,Petite Sirah,Derby
17899,US,Brix 26.2,85,30.0,California,Chalk Hill,Sonoma,Cabernet Sauvignon,MAD Wines
17900,US,Eakle Ranch,85,25.0,California,Napa Valley,Napa,Merlot,Pope Valley Winery
17901,US,Stainless Steel Fermented,85,22.0,California,Sonoma Valley,Sonoma,Chardonnay,Roche
17909,US,Signature Cuvée,85,50.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
